id,title,imdb,date,author_name,author_id,lang,comment,releases,subscene_link,fileLink
4686,"3 Days to Kill",2172934,"2014-08-10 19:40:00",Zhika,856875,kurdish,"3 Days to Kill 2014 Kurdish Subtitle Synced fixed errors","["3 Days to kill"]",3-days-to-kill/kurdish/962345,3-days-to-kill/3-days-to-kill_kurdish-962345.zip
4742,"3 Idiots (Three Idiots)",1187043,"2014-08-10 19:42:00",Zhika,856875,kurdish,"3 Idiots Kurdish Sorani Subtitle","["3 Idiots"]",3-idiots-aka-three-idiots/kurdish/962347,3-idiots-aka-three-idiots/3-idiots-aka-three-idiots_kurdish-962347.zip
5741,"3 Idiots (Three Idiots)",1187043,"2016-05-02 18:16:00",OsmSUB,996479,kurdish,"ژێرنووسی كوردی فیلمی هیندی (سێ گه‌مژه‌كه‌) له‌لایه‌ن Osman Shexani","["3 Idiots Kurdish BRrip Subtitle EXCLUSIVE"]",3-idiots-aka-three-idiots/kurdish/1326080,3-idiots-aka-three-idiots/3-idiots-aka-three-idiots_kurdish-1326080.zip
10943,9,472033,"2016-11-16 06:48:00",Mohammed99,1029619,kurdish,,"["9.2009.1080p.BluRay.x264.YIFY"]",9/kurdish/1446548,9/9_kurdish-1446548.zip
13564,"12 Rounds",1160368,"2014-04-21 23:09:00","kurdish pirate",846577,kurdish,,"["12 Rounds 2009"]",12-rounds/kurdish/898918,12-rounds/12-rounds_kurdish-898918.zip
13580,"12 Rounds",1160368,"2014-08-24 10:27:00",shorsh,873354,kurdish,kurdjernoos.blogfa.com,"["ŞORIŞ"]",12-rounds/kurdish/969050,12-rounds/12-rounds_kurdish-969050.zip
14166,"13 Assassins (J",1436045,"2021-03-26 07:13:00",zanameriwan,1333653,kurdish,"سێزدە پیاوکوژ","["1. EXTENDED.1080p.@kurdi_film(1)"]",13-assassins/kurdish/2429184,13-assassins/13-assassins_HI_kurdish-2429184.zip
14470,"13 Graves",7504496,"2020-04-16 22:50:00",,1093534,kurdish,,[],13-graves/kurdish/2192406,13-graves/13-graves_kurdish-2192406.zip
16227,"18 Again (Eighteen Again / 18 Eogein / 18 어게인)",0,"2022-07-07 11:50:00",AyubTahseen,1435868,kurdish,,"["18.Again.E03.200928.HDTV.H264-NEXT-iQIYI"]",18-again-18-eogein-18/kurdish/2823929,18-again-18-eogein-18/18-again-18-eogein-18_kurdish-2823929.zip
16232,"18 Again (Eighteen Again / 18 Eogein / 18 어게인)",0,"2022-08-15 15:26:00",AyubTahseen,1435868,kurdish,,"["18.Again.E08.201013.HDTV.H264-NEXT-iQIYI"]",18-again-18-eogein-18/kurdish/2860734,18-again-18-eogein-18/18-again-18-eogein-18_kurdish-2860734.zip
